week,sentence,sentiment
1845,기존 시설의 암모니아 기준을 강화하기 위한 목적으로 개정됐다,neutral
1846,전국 대형마트 유통망을 이용해 한돈 다릿살을 할인 판매한다고 ,positive
1846,할인한다,positive
1846,전국의 주요 대형마트에서 보쌈용 한돈 다릿살을 할인 판매한다,positive
1846,이번 할인행사는 한돈자조금의 하반기 홍보 기조인 다릿살 소비 촉진에 초점,neutral
1847,재입식 절차가 오는 16일부터 재개될 전망이다,neutral
1847,  발생 관련 마지막 살처분일로 부터 30일이 경과함에 따라 다음날,neutral
1848,초과 수거를 중단시켰다,negative
1848,가뜩이나 냄새문제로 어려움을 겪고 ,negative
1848,냄새도 더 날 수 밖에 없다,negative
1848,가축분뇨 자원화 시설은 호기성 미생물 발효시설이다.,neutral
1848,설계용량보다 적게 처리할 수도 있고 ,positive
1848,평가만 적합하다면 더 많은 량을 처리한다고 문제를 삼으면 안될 것으로 보인다,neutral
1848,법률적으로는 크게,neutral
1849,혁신센터가 입식 후 최초로 언론에 모습을 드러냈다,positive
1849,교육연구동을 비롯한 일부 시설이 공개되고 세부적 운영현황에 대한 소개가 이뤄졌다,neutral
1849,자▲ 혁신센터 고객지원동 전경,neutral
1849,홍보관 등이 들어서 있다.,neutral
1849,기업의 한 곳으로 평가받고 ,positive
1849,배출하는 방식이다.,neutral
1849,설비투입이 이뤄졌다,neutral
1849,혁신센터에서 생성되는 모든 데이터가 축적되고 ,neutral
1849,혁신센터 환기시스템의 컨설팅을 담당하고 ,neutral
1850,돼지 평균가격이 전년보다 지육 kg당 100원 가까이 오를 것이라는 전망이 나왔,neutral
1851,전 두수 채혈검사를 받아야 한다,neutral
1851,양돈현장의 불만도 그만큼 높아지고 ,negative
1851,농식품부는 우선 접경지역 양돈장의 임상검사를 강화했,neutral
1852,양▲ 일부 대형마트에서 진행중인 할인행사,neutral
1852,다양한 선물을 준비했다,positive
1852,보쌈용 한돈 다릿살을 할인 판매하고 ,positive
1852,할인 판매중이다,positive
1852,지속될 이번 행사기간 동안 모그룹인,neutral
1853,발생 이전 보다 줄었다고 ,neutral
1853,야생멧돼지 ASF가 발생한 2차울타리내 지역,negative
1854,조기근절이 가능한 수준의 야생멧돼지 개체수 저감이 이뤄질까,neutral
1854,적극적인 포,neutral
1855,겨울철 멧돼지 총기 포획 지역이 크게 확대된다,neutral
1855,총기 포획을 허용키로 했다,neutral
1855,이에 발생,neutral
1856,이달 들어 삼겹살 소비자가격 강세가 한 풀 꺾였다,negative
1856,여전히 예년보다 높은 가격을 형성하고 ,neutral
1856,농산물유통정보(KAMIS)에 따르면 11월 9일,neutral
1857,연속 하락세를 깨고 상승했다,positive
1857,P 상승했다,positive
1857,또 10월 1등급 이상 출,neutral
1858,가격 안정세가 11월 내내 이어질 것으로 전망됐다,positive
1858,육류유통수출협회는 지난 11일 육가공업체 관계자들이 참석한 가운데 최근 국내 돈육 시장에 대한 동,neutral
1859,원장 김홍상)은 11월 13일(금) 2시부터 양재 aT센터 미래로1룸에서 ,neutral
1860,재입식을 재개한다고 ,neutral
1860,또한 경기,neutral
1860,중점방역관리지구로 지정했다,neutral
1860,잠정 중단하였던 경기,neutral
1861,있는 가운데 한돈 비중도 높아진 것으로 분석됐다,neutral
1861,최근 농림축산식품부와 농수산식품유통공사가 발간한 ,neutral
1862,올해 일반 양돈장에서 직수입한 종돈 물량이 국내 종돈장에서 수입한 종돈 물량보다 더 많은 것으로 나타났다,neutral
1862,감소한 가운데 양돈장에서 직수입한 종돈 두수 비율이,negative
1862,전체 수입량의 ,neutral
1863,시세가 오르고 ,neutral
1863,강세가 이어질지는 연말 수요가 결정지을 것으로 보인다,neutral
1863,대서 시작한 11월 한돈 시세,neutral
1864,이들의 빠른 정착을 돕고 ,positive
1864,하돈자조금관리위원회는 최근 일가재단,neutral
1865,보편적 양돈현장 적용가능 방안 확인,neutral
1865,충남 홍성군의회 의원들이 경북 고령을 찾았다,neutral
1865,양돈장 냄새 민원의 해법을 현장에서 찾기 위해서다,neutral
1865,경북 고령의 해지음,neutral
1865,민원해소 방안을 모색했다,positive
1865,이날 방문은,neutral
1866,출하도 더 많이 시킨 것으로 나타났다,negative
1866,팜스를 통해 올 3분기,neutral
1866,성적을 정상적으로 기록한 3천348농가를 선정하여 생산 성적을 집계했다,neutral
1866,올해 분기별 주요 생산 성적을 살펴보면 ,neutral
1867,신규로 짓는 것은 거의 불가능하다,negative
1867,증축도 마찬가지,neutral
1867,가축사육제한 조례’를  제한하고 ,neutral
1867,최근 지자체에서 정하는 조례가  상위법을 벗어나 지나치게 강화되고 ,negative
1867,가축사육제한지역으로 정할 수 있는 지역법적으로 지자체의 조례는 절대 상위법령에서 위임한 사항을 벗어날 수 없다,neutral
1867,항목에 해당하는 지역만 가축사육제한 지역으로 묶을 수 있도록 했다,neutral
1867,지역은 지자체가 조례로 정할 수 없다,neutral
1867,해당하지 않는다,neutral
1867,하천,neutral
1868,전부문 사업규모 증가,neutral
1868,내년도 사업규모가 총 3조3천억원에 육박할 전망이다,neutral
1868,대의원회<사진>를 갖고 경제사업 1조7천312억원,neutral
1869,한돈자조금관리위원회(이하 한돈자조금)가 북한이탈 주민 학생들에게 1천만원의 장학금을 전달,neutral
1870,발생후 일정기간 동안 성돈의 입식이 금지된다,negative
1870,발생 위험을 줄일 수 있도록 입식제,positive
1871,p↑,neutral
1871,들어 그 어느해 보다 잘 키웠음을 짐작해 볼수 있는 통계가 나와 눈길을 끌고 ,positive
1871,전과 비교해 번식과 비육구간 성적 전반에 걸쳐,neutral
1872,이동제한 조치를 해제했다,neutral
1872,농가 피해가 심화되면서 그 배경에 관심이 모아지고 ,negative
1872,강원도 원주 소재 금보육종의 장성훈 대표는 지난 17일 ,neutral
1873,주요 사료곡물 시세 상승세가 꺾일 줄 모르고 ,neutral
1873,농가의 근심도 높아지고 ,negative
1873,톤당,neutral
1873,높은 수준이다,neutral
1873,급등한 것이다,positive
1873,지난해만 해도 월평균 최저가와 최고가의 차이가 옥수수가 18,neutral
1874,이후 처음 60만톤을 넘었다,neutral
1874,소폭 늘었다,neutral
1874,양돈사료량이 60만톤을 넘은 것은 지난 1월 이후,neutral
1875,발생 건수가 800건을 넘어섰다,negative
1875,인제군에서 발견된 폐사체에서 아프리카돼지열병 13건이 추,neutral
1876,가축질병 방역상황 점검회의에서 모두발언을 하고 ,neutral
1876,강원 내 양돈농장의 재입식 절차가 지난 16일부터 재개됐다,neutral
1876,다만 ASF 멧돼지 발생지점 인근 양돈농장은 어미돼지(모돈과 후보돈)의 입식을 일정기간 제한,neutral
1877,돼지유행성설사) 주의보를 내렸다,negative
1877,실시한 전국 PED 항체 조사에서 충북지역 모돈의 항체 보유율이 ,neutral
1878,국립축산과학원은 인공수정용 돼지 액상정액 생산에 쓰이는 희석용 증류수의 위생 관리 요령을 소개했다,neutral
1878, 돼지정액 품질은 희석용 증류수가 좌우한다,neutral
1878,국립축산과학원은 인공수정용 돼지 액상정액 생산에 쓰이는 희석용 증류수의 위생,neutral
1879,통계청의 농업통계 업무를 농식품부가 관리해야 한다는 주장이 나왔다,neutral
1879,발표한 생산량 예상 수치의 전년대비 생산 감소량,negative
1880,농가들의 재입식이 본격화된다,neutral
1880,이를 위해,neutral
1880,농장 입식 전 후보돈의 철저한 방역을 위한 환적장이 운영된다,neutral
1880,최근 재입식 평가가 완료된 경기 연천지역,neutral
1881,돼지 조기 출하 초음파 측정기가 국내 최초로 연구 개발돼 출시를 앞두고 ,neutral
1881,㈜송강GLC(대표이사 김영철)는 올해 농식품부 연구개발 프로젝트로 지,neutral
1882,단일공장 생산량 중 최다 생산,positive
1882,직원 대표들과 함께 기념 촬영을 하고 ,neutral
1882,누적 생산량 420만톤을 돌파했다,neutral
1882,기념식을 개최하고 고객 동반 성장과 미래에 대한 책임감을 강조했다,positive
1883,선보였다,positive
1883,식사하는데 손색없는 에어프라이어 전용 제품을 선보였다,positive
1883,선진팜 네이버 스마트스토어에서 판매한다고 ,neutral
1883,오프라,positive
1884,현장 우수사례를 공유했다,positive
1884,현장 우수사례를 공유했다,positive
1884,현장 중심의 해결책 마련을 위해서다,neutral
1884,홍성군의회 축산악취 저감대책 특별위원회,neutral
1885,▲ 사진 왼쪽부터 일가재단 통일장학회 이범호 위원장,neutral
1886,분야 국제공인시험기관 인정 현판식을 갖고 ,neutral
1886,세계 각국의 연구기관에서 공신력을 인정받게 됐다,positive
1886,또한 국제가축기록위원회,neutral
1887,1973년 사료사업으로 첫발,neutral
1887,만두 달성을 기념하는 행사를 가졌다,positive
1887,만두를 달성한 업체가 있어 ,positive
1887,만두 달성을 기념하는 행사를 개최했다,neutral
1887,이날 행사에는 고객사 대표들,neutral
1888,시군을 사업 대상지로 신청했다고 ,neutral
1889,상반기부터 공급될 것으로 전망됐다,neutral
1889,농림축산검역본부는 지난 20일 대전 인터시티호텔에서 구제역 백신 개발의 현재와 미래라는 주제로 ,neutral
1889,한국형 구제역 백신 시제품을 생산하고 ,neutral
1890,가격이 4천원~4천200원대의 안정세를 보일 것으로 전망됐다,positive
1890,올해 모돈 수 감소 영향으로 내년 돼지고기,neutral
1891,지역에 대한 악취개선 활동으로 암모니아 수치가 40,negative
1891,특히 지역 주민들도 이를 체감하고 ,neutral
1891,보고회를 개최했다,neutral
1891,개선 활동을 집중 실시해왔다,neutral
1891,회는 그 활동의 결과를 발표하는 자리,neutral
1891,줄었다,neutral
1891,또 8개 지역의,neutral
1892,살처분에 참여한 경기북부 양돈농가들의 재입식이 본격 시작됐다,neutral
1892,농가에 대한 재입식을 진행키로 했다,neutral
1892,협회 종돈검정소에서 처음으로 재입식 절차를 진행됐다.,neutral
1892,이 밖에 환적장은 이천을 포함,neutral
1893,▲ 김장김치와 돼지 머릿고기는 환상 궁합을 자랑해 보쌈을 즐길 수 있다,positive
1893,올 김장에는 돼지 머릿고기로 보쌈을 즐겨보자,neutral
1893,국내산 돼지 부산물의 부가가치를 높이고,positive
1893,김장김치와 환상 궁합을 자랑하는 수육을 가성비 좋은 돼지 머릿고기로,positive
1894,공동자원화사업의 개선을 위해 지자체담당자,neutral
1895,재해복구 등 사회공헌활동 활발하게 활동,positive
1895,레드크로스 적십자 아너스클럽에 가입했다고,neutral
1896,공간 활용성과 돼지의 접근성 용이,neutral
1896, 스테인리스 소독기,neutral
1897,북부지역에서 야생멧돼지가 활발히 활동하면서 ,neutral
1897,연해주 지방정부 등에 따르면 최근 연해주 북부지역 4개 시군에서 9건의 ASF 사례가 발생,neutral
1898,강원 고성군이 돼지에 발병하는 써코바이러스 백신 구입 비용을 60,neutral
1898,지원한다,neutral
1898,방지를 위해 농가 5가구 돼지 총 8400마,neutral
1899,감염된 양돈장이 종돈장을 대상으로 제기한 손해배상 청구소송을 법원이 인정했다,neutral
1899,인정한 판결이라 주목된다,neutral
1899,구매한 뒤 일부 돼지가 폐사하기 시작했다,negative
1899,양돈전문수의사의 병성감정 결과는 ‘PED,neutral
1899,농장은 PED로 인해,neutral
1900,옥수수 등 국제 곡물가격이 치솟고 ,neutral
1900,수요 회복에 힘입어서다,positive
1900,여기에 건조한 날씨까지 겹쳤다,neutral
